CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
03.336-5,05/11/1873,PRIMEIRO TABELIONATO DE NOTAS,Oficializada,Notas,Ativo,PROVIDO,07/06/2021,MG,CAMBUQUIRA,cartoriodo1oficiodenotas@yahoo.com.br,2024-01-26,VIRGíNIA SILVA TEIXEIRA,RICARDO GONÇALVES COELHO
03.338-1,24/10/1890,Cart. Reg.Títulos e Documentos e Reg. Civil das Pessoas Jurídicas,Privatizada,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/06/2014,MG,MACHADO,rtdpjmachado@gmail.com,2024-07-15,ALEXANDRE SOUZA LEAL,-
03.341-5,21/11/1955,CARTÓRIO DE REGISTRO DE IMÓVEIS,Oficializada,Registro de Imóveis,Ativo,PROVIDO,27/08/2010,MG,DORES DE CAMPOS,cartorio@doresnet.com.br,1990-05-31,AMBROZINA MARIA TEIXEIRA CARDOSO,-
03.342-3,01/01/1895,Ofício do Registro Civil e Tabelionato de Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,18/06/2024,MG,INIMUTABA,cartorioinimutaba@hotmail.com,2024-06-12,FERNANDA MURTA RIBEIRO,DéBORAH DA ROCHA SANTANA
03.343-1,30/03/1949,Cartório Coelho,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,23/02/2012,MG,SANTA EFIGENIA DE MINAS,mimilu81@hotmail.com,2024-01-05,MICHELLE LUANA DE OLIVEIRA COELHO MORAIS,-
03.344-9,25/06/1983,Oficio do Registro Civil e Tabelionato de Notas de Mucuri,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,04/07/2025,MG,TEOFILO OTONI,crcenotasdodistritodemucuri@gmail.com,2025-07-01,MARIA NILDÉIA DE ALMEIDA BORGES,-
03.345-6,05/01/1926,CARTÓRIO DE REGISTRO DE IMÓVEIS DE SÃO JOÃO EVANGELISTA,Privatizada,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/04/2013,MG,SAO JOAO EVANGELISTA,a_matosinhos@hotmail.com,2024-07-04,ANA PAULA MATOSINHOS,-
03.348-0,01/02/1926,Cartorio Marques e Souza,Privatizada,Notas,Ativo,PROVIDO,12/07/2010,MG,PEDRO LEOPOLDO,cynthia@1cartoriopl.com.br,2002-12-09,CYNTHIA MARQUES SOUZA DE OLIVEIRA E ALVES,CASSIANE DE SOUZA
03.349-8,09/04/1892,1º OFÍCIO DE NOTAS DE SÃO JOÃO DEL REI,Privatizada,Notas,Ativo,PROVIDO,14/05/2021,MG,SAO JOAO DEL REI,contato@cartoriosjdr.com.br,2024-07-15,DANIEL FALCãO GUIMARãES,STéPHANIE DE ALMEIDA RIBEIRO NEVES
03.351-4,22/08/1866,CARTÓRIO 1º OFÍCIO DE NOTAS,Oficializada,Notas,Ativo,PROVIDO,12/07/2010,MG,ANDRELÂNDIA,cartorio.jgpereira@gmail.com,2024-07-08,JOSÉ GORGULHO PEREIRA,MáRA DE FáTIMA ANDRADE ALVES PEREIRA
03.352-2,25/07/1884,CARTÓRIO 1º OFÍCIO DE NOTAS,Privatizada,Notas,Ativo,PROVIDO,12/07/2010,MG,ARAGUARI,gonzagacunha@hotmail.com,2024-07-18,MARIA GLÓRIA DA CUNHA ALVES,-
03.355-5,14/09/1988,CARTÓRIO 1º OFÍCIO DE NOTAS,Oficializada,Notas,Ativo,PROVIDO,04/09/2025,MG,MONTE CARMELO,cartorio1notas@hotmail.com.br,2024-11-01,RAQUEL DAYRELL VALADARES PEREIRA,-
03.356-3,01/05/1949,Cartório 1º Oficio de Notas e Registro Civil,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,MG,BANDEIRA DO SUL,carloscartorio@yahoo.com.br,2024-07-12,CARLOS HENRIQUE NOGUEIRA,CARLA HELENA NOGUEIRA
03.358-9,01/07/1955,CARTORIO 1º OFÍCIO NOTAS DE ITAGUARA,Oficializada,Notas,Ativo,PROVIDO,12/07/2010,MG,ITAGUARA,marcio@conqnet.com.br,2024-01-26,CELESTE DA IMACULADA CONCEIÇÃO FREITAS,-
03.359-7,18/10/1898,Cartório 1º Ofício Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/08/2010,MG,SETE LAGOAS,contato@1risl.com.br,1994-11-18,PAULO MÁRCIO ANDRADE FERREIRA DE SOUZA,-
03.361-3,24/04/1916,Cartório 2º Ofício de Notas,Oficializada,Notas,Ativo,PROVIDO,12/07/2010,MG,CARMO DO RIO CLARO,segundooficiodenotas2@gmail.com,2024-07-15,BENEDITO VITOR DOS SANTOS,-
03.362-1,18/03/1892,2º Tabelionato de Notas e Protesto de Títulos de Entre Rios de Minas,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,MG,ENTRE RIOS DE MINAS,cartorioentrerios@uol.com.br,2024-08-06,ROGERIO FERNANDES COELHO,CLáUDIA CARDOSO DE MORAES
03.363-9,06/12/1969,TABELIONATO DE NOTAS E PROTESTO DE TÍTULOS DE RIO PRETO - MG,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,MG,RIO PRETO,cart.2.of@hotmail.com,2024-07-10,MARIA SILVIA APARECIDA CUNHA DE OLIVEIRA,-
03.365-4,02/01/1928,2º Tabelionato de Notas e Protesto,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,27/08/2010,MG,MANHUMIRIM,cartorio2mirim@yahoo.com.br,2025-04-07,SANDRA ELISABETH FRAGA DE MIRANDA,-
03.366-2,28/02/1935,2º TABELIONATO DE NOTAS,Privatizada,Notas,Ativo,VAGO,14/05/2024,MG,ITAJUBA,cartoriogomesgerminiani@gmail.com,2024-07-16,LUDYMILA DE PAIVA GOMES GERMINIANI,-
03.367-0,24/03/1898,CARTÓRIO 2º OFICIO DE NOTAS DE BELO HORIZONTE,Privatizada,Notas,Ativo,PROVIDO,01/04/2013,MG,BELO HORIZONTE,cartorio@cartoriojaguarao.com.br,2024-08-07,JOãO CARLOS NUNES JúNIOR,MIRIAN BOMFá SANTOS ALVES
03.368-8,02/02/1972,CARTÓRIO 2º OFÍCIO DE NOTAS DE CONTAGEM,Privatizada,Notas,Ativo,PROVIDO,12/07/2010,MG,CONTAGEM,cartoriocamposcontagem@gmail.com,2024-07-08,MANOEL PARREIRAS CAMPOS,FERNANDO ANTôNIO CéSAR
03.369-6,01/01/1931,CARTÓRIO 2º OFÍCIO DE NOTAS DE PASSOS,Privatizada,Notas,Ativo,PROVIDO,01/04/2013,MG,PASSOS,2oficiopassos@gmail.com,2024-07-10,CAROLINA DOS SANTOS COELHO BORGES,EDICARLOS CAIXETA BORGES
03.370-4,29/09/1978,TABELIONATO DE NOTAS DE TAIOBEIRAS - MG,Oficializada,Notas,Ativo,PROVIDO,15/03/2023,MG,TAIOBEIRAS,CARTORIOPORTO@YAHOO.COM.BR,2024-07-17,SANDRA NAIARA PORTO SILVA,-
03.371-2,07/10/1917,Cartorio 2º Tabelionato de Notas,Privatizada,Notas,Ativo,PROVIDO,03/06/2014,MG,BRASÓPOLIS,notasbrazopolis@hotmail.com,2024-07-16,PAULO MATEUS MENEZES NEUMANN,-
03.372-0,20/01/1930,Cartório 3º Ofício de Notas,Privatizada,Notas,Ativo,PROVIDO,18/09/2010,MG,UBERLANDIA,terceirooficionotarialudi@yahoo.com.br,2024-07-09,EDUARDO MAURíCIO RODRIGUES DA CUNHA,LETÍCIA ALVES ASSUMPÇÃO
03.373-8,19/12/1960,Cartório 9º Oficio de Notas de Belo Horizonte,Privatizada,Notas,Ativo,PROVIDO,12/07/2010,MG,BELO HORIZONTE,walquiria@cartorionotas.com.br,1994-11-19,WALQUíRIA MARA GRACIANO MACHADO RABELO,MATEUS GRACIANO RABELO
03.374-6,13/09/1950,Ofício do Registro Civil com Atribuição Notarial de Alpercata,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,04/09/2025,MG,ALPERCATA,cartorioalpercata@gmail.com,2024-03-22,JOELMA CRISTINA PAIVA,-
03.375-3,23/12/2002,Registro de Titulos e Documentos e Civil das Pessoas Jurídicas,Oficializada,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,MG,PARA DE MINAS,rtdpjparademinas@hotmail.com,2002-12-30,ALEXANDRE MENDES FERREIRA DE MELO,HENRIQUE MENDES FERREIRA MELO
03.376-1,07/03/1889,Registro Civil das Pessoas Naturais com Atribuição Notarial de São José do Jacuri,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,03/06/2024,MG,SAO JOSE DO JACURI,rcpnotasjacuri@hotmail.com,2024-07-14,LEONARDO SANTANA SOLLERO,LEONARDO GOMES DE ALMEIDA
03.377-9,20/05/1890,Cartório Alvarenga Registro de Protestos de Piumhi,Oficializada,Protesto de Títulos,Ativo,PROVIDO,12/07/2010,MG,PIUMHI,perezalvarenga@gmail.com,2024-07-04,DILZE MARIA PEREZ ALVARENGA,APARECIDA PEREZ ALVARENGA
03.378-7,22/10/1879,Ofício do Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,MG,ANDRELÂNDIA,criandrelandia@yahoo.com.br,2024-07-05,JOSÉ MAGNO DE ANDRADE,JúLIO CéSAR MEIRELES DE ANDRADE
03.379-5,27/11/1960,2º OFÍCIO DE NOTAS DE JOÃO PINHEIRO/MG,Privatizada,Notas,Ativo,PROVIDO,02/06/2021,MG,JOAO PINHEIRO,contato@cartoriorodrigues.com.br,2024-07-15,VICTOR FRÓIS RODRIGUES,LISANDRA LOURENçO ANTUNES
03.380-3,03/08/2007,Cartório de Registro Civil das Pessoas Naturais e Interdições e Tutelas com atribuição de Notas de Ibertioga - Cartório Andrade Rezende,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,20/11/2012,MG,IBERTIOGA,cartorioibertioga@yahoo.com.br,2024-07-17,ALINE DAS MERCES ANDRADE REZENDE,-
03.381-1,19/10/1912,"Cartorio Barbosa - Registro de Títulos, Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,MG,MARIANA,barbosabreno@yahoo.com.br,2024-07-11,BRENO BARBOSA BORGES,-
03.382-9,01/11/1889,CARTÓRIO REGISTRO CIVIL E NOTAS DE SENHORA DO PORTO,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/08/2014,MG,SENHORA DO PORTO,cartorioalbino18@gmail.com,2024-07-15,RIVIANE FROIS ALBINO CALDEIRA,-
03.383-7,24/07/1954,Ofício do Registro Civil e Tabelionato de Notas de Frei Inocêncio - MG,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,18/06/2024,MG,FREI INOCENCIO,cartoriofreiinocencio@hotmail.com,2024-08-02,RENATO GUERHART LUKSCHAL LOMEU,WESLEY NEVES NUNES
03.384-5,23/03/1927,1º Tabelionato de Notas,Privatizada,Notas,Ativo,PROVIDO,07/06/2021,MG,LUZ,primeironotasluz@yahoo.com.br,2024-07-15,MARLEANE RAISSA CHAVES,RONALDO CORDEIRO VASCONCELOS FILHO
03.385-2,07/11/1888,Serviço de Registro Civil das Pessoas Naturais e Interdições e Tutelas,Oficializada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,03/06/2014,MG,VICOSA,registrocivilvicosa@hotmail.com,2024-07-15,KARINE ROCHA DE OLIVEIRA,ALZIRA MARIA NOGUEIRA GARCIA
03.386-0,03/05/1982,Tabelionato de Notas e Registro Civil de Tapira/MG,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,02/06/2021,MG,TAPIRA,cartorio-tapiramg@hotmail.com,2024-07-08,GUSTAVO ALVES FERREIRA E OLIVEIRA,JOãO VICTOR OLIVEIRA DAYRELL
03.387-8,15/12/1888,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE EMBOABAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,11/03/2022,MG,SAO JOAO DEL REI,civisjdr@gmail.com,2024-07-10,IGOR VIEIRA XAVIER,ISABELLA TEIXEIRA DO NASCIMENTO
03.388-6,07/08/1924,Cartório de Registro Civil das Pessoas Naturais e Notas,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,11/12/2013,MG,PEDRAS DE MARIA DA CRUZ,cartoriodepedras@gmail.com,2024-07-17,PAULO SÉRGIO DE CARVALHO,-
03.389-4,09/05/1892,Oficio do Registro Civil e Tabelionato de Notas de Padre Carvalho,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/07/2010,MG,PADRE CARVALHO,regycosta@yahoo.com.br,2024-07-18,REGINALDO RESENDE COSTA,-
03.390-2,08/08/2007,CARTORIO CUNHA,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,MG,SAO SEBASTIAO DO OESTE,cartorio_cunha@hotmail.com,2024-07-17,MARCOS PEREIRA DA CUNHA,MILENA DA SILVA GUIMARãES PEREIRA
03.392-8,21/06/1879,Cartorio de Chácara,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,MG,CHACARA,cartoriodechacara@gmail.com,2024-07-12,MáRCIA REGINA TEIXEIRA DE ALVARENGA RIBEIRO,-
03.393-6,15/03/2006,CARTORIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DE INTERDIÇÕES E TUTELAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,01/04/2013,MG,NOVORIZONTE,cartorionovorizonte@gmail.com,2024-07-15,PATRICIA DANIELY MARTINS,CARLA LúCIA OLIVEIRA COSTA
03.394-4,09/01/1908,Tabelionato de Registro de Protesto de Títulos da Comarca de Formiga/MG,Privatizada,Protesto de Títulos,Ativo,PROVIDO,08/11/2011,MG,FORMIGA,cartorioprotestos2009@hotmail.com,2024-07-12,EDMáRCIO ANDRÉ SILVA,-
03.395-1,30/06/1876,1º Tabelionato de Notas e Protesto de Títulos de Guapé,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,MG,GUAPE,cartorio1@hotmail.com.br,2024-07-15,MARIA CONSOLAÇÃO PARULA SILVA,-
03.399-3,28/06/1841,CARTÓRIO DE REGISTRO CIVIL,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,22/09/2010,MG,FRANCISCO BADARO,cartoriosucurihu@yahoo.com.br,2024-01-10,NEUSA MARIA DA SILVEIRA SANTOS,-
03.400-9,16/03/1984,CARTORIO DE NOTAS,Oficializada,Notas,Ativo,PROVIDO,12/07/2010,MG,BONFINOPOLIS DE MINAS,divina_luisa@hotmail.com,2024-07-15,DIVINA LUISA TAVARES,-
03.401-7,05/05/1955,CARTORIO DE NOTAS DO 1º 0FICIO,Privatizada,Notas,Ativo,PROVIDO,12/07/2010,MG,MATOZINHOS,cartorio1oficiomtz@hotmail.com,2024-07-04,CLAUDIO CESAR DA SILVA,-
03.404-1,10/06/1834,Cartório de Notas e Registro Civil,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,27/08/2010,MG,PIRACEMA,cartoriomarques@hotmail.com,2024-02-09,ZILDA DE OLIVEIRA MARQUES,ALYSSON DE OLIVEIRA MARQUES
03.405-8,12/08/1939,Registro Civil das Pessoas Naturais com atribuição Notarial do Distrito do Paiolinho,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,30/04/2024,MG,POCO FUNDO,hc.guedes@bol.com.br,2024-05-03,HAROLDO CESAR VOLPE GUEDES,BRUNA BORGES GUEDES
03.406-6,02/04/1832,CARTÓRIO DE NOTAS E REGISTRO CIVIL,Oficializada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis,Ativo,PROVIDO,12/07/2010,MG,BERILO,cartorioberilo@gmail.com,2024-07-04,MAGDA FERREIRA GODINHO,-
03.407-4,10/04/1964,Registro Civil com Atribuição Notarial e Tabelionato de Protesto de Títulos de Jaíba,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,01/04/2013,MG,JAIBA,cartoriojaiba@hotmail.com,2024-07-10,ÁLVARO FERNANDO DE SOUZA,SELMA AMéLIA DE SOUZA OLIVEIRA
03.408-2,01/06/1912,RCPN e Tabelionato de Notas de Coronel Xavier Chaves - MG,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,10/06/2021,MG,CORONEL XAVIER CHAVES,cartoriocxc@gmail.com,2018-01-22,BERNARDO LADEIRA FERREIRA,DEBORAH LADEIRA FERREIRA
03.409-0,25/09/1963,Ofício do Registro Civil e Tabelionato de Notas de Sobral Pinto,Oficializada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,27/05/2024,MG,ASTOLFO DUTRA,cartorio_astolfodutra@hotmail.com,2024-05-20,OSMAR LEITE FILHO,-
03.410-8,25/06/1979,Cartorio de Notas e Registro Civil das Pessoas Naturais,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,03/07/2024,MG,SENADOR MODESTINO GONCALVES,cartorio.senadormodestino@hotmail.com,2024-07-05,JULIANA GOUVÊA VIEIRA,SAYNARA LIMA DE BRITO
03.411-6,12/06/1954,Cartório de Notas e Registro Civil de São José de Tronqueiras,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/07/2010,MG,GOVERNADOR VALADARES,teotoniaaraujo@hotmail.com,2024-07-08,TEOTôNIA DE ARAúJO SANTOS,-
03.412-4,01/01/1895,Ofício de Registro Civil com Atribuição Notarial de Rochedo de Minas,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,06/08/2024,MG,ROCHEDO DE MINAS,cartoriorochedo@hotmail.com,2024-07-29,AMANDA GARCIA FONSECA ARAÚJO,RODRIGO SOUZA DE PAULA
03.413-2,01/05/1949,Ofício do Registro Civil e Tabelionato de Notas de São Joaquim,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,04/10/2019,MG,CORACAO DE JESUS,Luizqueiroz2021@outlook.com,2024-01-11,LUIZ GONZAGA DE QUEIROZ,-
03.414-0,01/05/1927,Cartório Comendador Gomes,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,02/06/2025,MG,COMENDADOR GOMES,cartoriocomendador@yahoo.com.br,2025-05-31,RAFAEL FELICIANO DA SILVA,-
03.415-7,31/10/1890,Ofício do Registro Civil e Tabelionato de Notas de Vista Alegre,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,26/09/2017,MG,CATAGUASES,cartoriovistaalegremg@gmail.com,2017-01-24,VERA LUCIA VIEIRA PAULIS,MICHELE ANTONIETA VENTURA LACERDA
03.416-5,12/12/1888,Cartorio de Paz e do Registro Civil e Notas,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,27/08/2010,MG,IGARATINGA,teg18@hotmail.com,2024-07-09,TEREZINHA EUSTAQUIA GUIMARÃES,-
03.417-3,09/01/1889,Ofício do Registro Civil das Pessoas Naturais com Atribuição Notarial de Vargem Linda,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,11/05/2012,MG,SAO DOMINGOS DO PRATA,cartoriovargem@yahoo.com.br,2024-07-09,MARIA CAROLINA PEREIRA DOMINGUES,-
03.418-1,14/03/1939,Ofício do Registro Civil com Atribuição Notarial de Bandeira,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,07/05/2024,MG,BANDEIRA,cartoriobandeira@yahoo.com.br,2024-07-09,ARISTIDES MARCEL COSTA ALMEIDA,-
03.419-9,12/02/1862,Ofício do Registro Civil e Tabelionato de Notas de Santa Rita da Estrela,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,29/08/2024,MG,ESTRELA DO SUL,cartoriosantaritadaestrela@gmail.com,2024-08-26,LEANNA CRISTINA NUNES,-
03.420-7,05/01/1889,Oficio do Registro Civil e Tabelionato de Notas de Santana do Alfié,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/07/2010,MG,SAO DOMINGOS DO PRATA,terezinhavasconcelos49@gmail.com,2024-07-08,TEREZINHA DAS GRAçAS OLIVEIRA VASCONCELOS,-
03.421-5,03/06/1967,CARTÓRIO DE REGISTRO CIVIL E NOTAS - DISTRITO DE ÁGUAS FÉRREAS,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,18/10/2019,MG,SAO PEDRO DOS FERROS,cartorioaguasferreas@hotmail.com,2024-07-31,ARLETE DE SOUZA CUNHA LAGES,ADEMIR LUCAS CUNHA LAGES
03.422-3,18/07/1939,Cartório de Paz e Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,10/10/2016,MG,CUPARAQUE,fredericoviana2003@yahoo.com.br,2024-07-15,FREDERICO WILLIAM DE OLIVEIRA VIANA,-
03.423-1,08/11/1925,"Ofício do Registro Civil com Atribuição Notarial de Guardinha, da Comarca de São Sebastião do Paraíso",Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,07/07/2022,MG,SAO SEBASTIAO DO PARAISO,cartorioguardinha@hotmail.com,2024-08-02,MARCELLA DE CARVALHO ABUD,-
03.424-9,16/06/1952,CARTORIO DE REGISTRO CIVIL E NOTAS,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,MG,ESTRELA DO SUL,rodrigogeraldo2009@hotmail.com,2024-07-17,JOÃO BATISTA DE OLIVEIRA,-
03.425-6,01/10/1930,Oficio do Registro Civil e Tabelionato de Notas de Guaxima,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/07/2010,MG,CONQUISTA,rosimeiristorti@gmail.com,2024-01-16,ROSIMEIRI APARECIDA STORTI ZAGO,-
03.426-4,02/06/1949,Oficio do Registro Civil e Tabelionato de Notas de Cônego João Pio,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/07/2010,MG,SAO DOMINGOS DO PRATA,jdarboy@gmail.com,2024-07-02,JOSÉ DARBOY GOMES,-
03.427-2,27/06/1991,Distrito de Bom Jesus do Bagre - Ofício de Registro Civil das Pessoas Naturais com Atribuições Notariais,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,11/05/2012,MG,BELO ORIENTE,cartoriobomjesusdobagre@hotmail.com,2012-03-15,DALVA DE OLIVEIRA DOS SANTOS,WALLACE FERREIRA SANTOS
03.428-0,01/04/1944,Cartório de Notas e Registro Civil de Cruzeiro dos Peixotos,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,03/09/2024,MG,UBERLANDIA,cartoriomarti@hotmail.com,2024-08-27,ZOALBE RODRIGUES DO NASCIMENTO OLIVEIRA BERNARDES,EDSON DE OLIVEIRA BERNARDES
03.429-8,05/08/1891,Oficio do Registro Civil e Tabelionato de Notas de Ilhéus do Prata,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,18/11/2024,MG,SAO DOMINGOS DO PRATA,cartoriosaodomingosdoprata@gmail.com,2023-11-29,GERALDO MAGELA DE ALMEIDA,ELIANE DE ARAúJO CABRAL
03.430-6,04/01/1954,Ofício do Cartório de Registro Civil com Atribuição Notarial de Central de Minas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,11/10/2022,MG,CENTRAL DE MINAS,cartoriocentraldeminas@gmail.com,2024-07-10,GIANFRANCESCO RIZZI SIQUEIRA,ADONAY FRANCISCO GONçALVES NETO
03.431-4,18/07/1944,Ofício do Registro Civil com Atribuição Notarial de Crispim Jaques,Oficializada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/07/2010,MG,TEOFILO OTONI,crc_teofilootoni@yahoo.com.br,2024-07-12,MARIA NILDÉIA DE ALMEIDA BORGES,LUDMILLA GOMES SAMPAIO
03.432-2,28/11/1979,CARTORIO DE TAPIRAÍ-MG,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,04/05/2018,MG,TAPIRAI,cartoriodetapirai2018@gmail.com,2024-07-05,FáBIA MARQUES DE MAGALHãES,-
03.433-0,20/08/1962,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE  E NOTAS,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,MG,SAO TIAGO,cartoriomercesdeagualimpa23@gmail.com,2024-07-10,LAZARO DE PAIVA,LORAINE LEOCáDIA SILVA CAPUTO
03.434-8,01/01/1939,Registro Civil das Pessoas Naturais com Atribuição Notarial de Patrimônio,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,24/08/2020,MG,PRATA,cartoriopatrimonioprata@gmail.com,2024-07-30,GIOVANA CRISTINA SILVA LOURENçO,-
03.435-5,15/12/1888,Cartório de Registro Civil com Atribuição Notarial de Baldim,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,12/09/2022,MG,BALDIM,contatocartoriodebaldim@gmail.com,2024-01-15,THALITA LUISA DOS SANTOS FARIA,DULCILâNIA APARECIDA EDUARDO MARQUES
03.436-3,02/08/1946,Cartório de Paz e Notas de Correntinho,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,15/09/2015,MG,GUANHAES,cartoriocorrentinho@gmail.com,"2015-09-08, 2024-07-29",MARIA ZENITA SETTE DE ABRIL,-
03.437-1,28/02/1955,Oficio do Registro Civil e Tabelionato de Notas de Divisópolis,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,04/06/2024,MG,DIVISOPOLIS,cartoriodivisopolis@outlook.com,2024-06-03,JOAO PAULO ANTUNES MACHADO,ADRIELLE DE JESUS ROCHA
03.438-9,20/07/1939,Ofício do Registro Civil e Tabelionato de Notas de Fidelândia,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,09/07/2025,MG,ATALEIA,cartoriodeataleia@gmail.com,2025-07-01,KARINA SANTANA PINHEIRO,JOSIAS ARAúJO GOMES DA SILVA
